1,Dermatolog,5400.0,52
2,Urolog,5000.0,7
3,Pielegniarz,4300.0,20
4,Operator RTG/TMG,3400.0,86
5,Kardiolog,6100.0,28
6,Chirurg urazowy,6000.0,23
7,Neurolog,6300.0,60
8,Chirurg urazowy,6000.0,60
9,Recepcjonista,3600.0,84
10,Operator RTG/TMG,3400.0,81
11,Denstysta,4500.0,63
12,Onkolog,6050.0,52
13,Lekarz pediatra,8500.0,74
14,Neurolog,6300.0,44
15,Ksiegowy,4900.0,20
16,Recepcjonista,3600.0,92
17,Kardiolog,6100.0,17
18,Konserwator,2700.0,43
19,Operator RTG/TMG,3400.0,11
20,Neurolog,6300.0,76
21,Recepcjonista,3600.0,92
22,Ksiegowy,4900.0,86
23,Ginekolog,4500.0,6
24,Neurolog,6300.0,91
25,Urolog,5000.0,16
26,Dermatolog,5400.0,29
27,Okulista,5500.0,60
28,Neurolog,6300.0,31
29,Recepcjonista,3600.0,95
30,Denstysta,4500.0,6
31,Recepcjonista,3600.0,35
32,Laborant,4040.0,34
33,Immunolog,5700.0,59
34,Dermatolog,5400.0,10
35,Konserwator,2700.0,94
36,Onkolog,6050.0,49
37,Dermatolog,5400.0,90
38,Immunolog,5700.0,29
39,Alergolog,3900.0,63
40,Lekarz Pierwszego Kontaktu,5000.0,88
41,Ksiegowy,4900.0,20
42,Lekarz pediatra,8500.0,10
43,Ginekolog,4500.0,31
44,Operator RTG/TMG,3400.0,86
45,Kardiolog,6100.0,22
46,Pielegniarz,4300.0,81
47,Denstysta,4500.0,98
48,Ginekolog,4500.0,9
49,Dermatolog,5400.0,47
50,Kardiolog,6100.0,12
51,Operator RTG/TMG,3400.0,20
52,Ksiegowy,4900.0,20
53,Neurolog,6300.0,96
54,Onkolog,6050.0,34
55,Konserwator,2700.0,85
56,Laborant,4040.0,42
57,Ginekolog,4500.0,27
58,Operator RTG/TMG,3400.0,11
59,Ginekolog,4500.0,37
60,Neurolog,6300.0,8
61,Pielegniarz,4300.0,86
62,Recepcjonista,3600.0,35
63,Neurolog,6300.0,52
64,Urolog,5000.0,2
65,Denstysta,4500.0,74
66,Ksiegowy,4900.0,81
67,Lekarz pediatra,8500.0,29
68,Neurolog,6300.0,17
69,Chirurg urazowy,6000.0,67
70,Laborant,4040.0,24
71,Alergolog,3900.0,56
72,Ksiegowy,4900.0,86
73,Onkolog,6050.0,5
74,Urolog,5000.0,6
75,Neurolog,6300.0,90
76,Recepcjonista,3600.0,26
77,Kardiolog,6100.0,98
78,Onkolog,6050.0,54
79,Urolog,5000.0,61
80,Urolog,5000.0,73
81,Ginekolog,4500.0,91
82,Denstysta,4500.0,62
83,Immunolog,5700.0,29
84,Lekarz Pierwszego Kontaktu,5000.0,42
85,Kardiolog,6100.0,33
86,Operator RTG/TMG,3400.0,81
87,Denstysta,4500.0,37
88,Laborant,4040.0,82
89,Konserwator,2700.0,77
90,Denstysta,4500.0,57
91,Okulista,5500.0,78
92,Urolog,5000.0,10
93,Neurolog,6300.0,52
94,Chirurg urazowy,6000.0,79
95,Denstysta,4500.0,42
96,Neurolog,6300.0,3
97,Recepcjonista,3600.0,26
98,Onkolog,6050.0,68
