1,Wiekowa70+,70
2,Niepelnosprawnosciowa,90
3,Wiekowa80+,80
4,Wiekowa70+,70
5,Wiekowa80+,80
6,Niepelnosprawnosciowa,90
7,Wiekowa80+,80
8,Wiekowa70+,70
9,Niepelnosprawnosciowa,90
10,Wiekowa70+,70
11,Wiekowa50+,50
12,Niepelnosprawnosciowa,90
13,Wiekowa70+,70
14,Niepelnosprawnosciowa,90
15,Niepelnosprawnosciowa,90
16,Niepelnosprawnosciowa,90
17,Wiekowa80+,80
18,Wiekowa70+,70
19,Wiekowa70+,70
20,Niepelnosprawnosciowa,90
21,Wiekowa80+,80
22,Wiekowa80+,80
23,Wiekowa70+,70
24,Wiekowa80+,80
25,Wiekowa80+,80
26,Wiekowa80+,80
27,Wiekowa70+,70
28,Niepelnosprawnosciowa,90
29,Wiekowa80+,80
30,Wiekowa70+,70
31,Wiekowa70+,70
32,Niepelnosprawnosciowa,90
33,Wiekowa50+,50
34,Niepelnosprawnosciowa,90
35,Wiekowa70+,70
36,Wiekowa70+,70
37,Wiekowa80+,80
38,Niepelnosprawnosciowa,90
39,Wiekowa70+,70
40,Wiekowa50+,50
41,Niepelnosprawnosciowa,90
42,Wiekowa80+,80
43,Niepelnosprawnosciowa,90
44,Niepelnosprawnosciowa,90
45,Wiekowa70+,70
46,Wiekowa80+,80
47,Niepelnosprawnosciowa,90
48,Wiekowa70+,70
49,Wiekowa80+,80
50,Wiekowa50+,50
51,Wiekowa70+,70
52,Wiekowa50+,50
53,Wiekowa50+,50
54,Wiekowa50+,50
55,Niepelnosprawnosciowa,90
56,Wiekowa50+,50
57,Niepelnosprawnosciowa,90
58,Wiekowa80+,80
59,Wiekowa70+,70
60,Wiekowa70+,70
61,Wiekowa50+,50
62,Wiekowa70+,70
63,Wiekowa70+,70
64,Wiekowa50+,50
65,Wiekowa70+,70
66,Wiekowa70+,70
67,Wiekowa80+,80
68,Wiekowa80+,80
69,Wiekowa80+,80
70,Niepelnosprawnosciowa,90
71,Wiekowa70+,70
72,Niepelnosprawnosciowa,90
73,Wiekowa70+,70
74,Wiekowa50+,50
75,Wiekowa70+,70
76,Wiekowa50+,50
77,Wiekowa80+,80
78,Wiekowa50+,50
79,Wiekowa70+,70
80,Wiekowa50+,50
81,Wiekowa50+,50
82,Niepelnosprawnosciowa,90
83,Wiekowa80+,80
84,Wiekowa70+,70
85,Wiekowa70+,70
86,Niepelnosprawnosciowa,90
87,Niepelnosprawnosciowa,90
88,Wiekowa50+,50
89,Wiekowa50+,50
90,Niepelnosprawnosciowa,90
91,Wiekowa50+,50
92,Wiekowa70+,70
93,Niepelnosprawnosciowa,90
94,Wiekowa80+,80
95,Wiekowa70+,70
96,Wiekowa50+,50
97,Wiekowa70+,70
98,Wiekowa80+,80
99,Wiekowa70+,70
100,Wiekowa80+,80
