1,Wiekowa70+,70
2,Wiekowa70+,70
3,Wiekowa70+,70
4,Wiekowa80+,80
5,Niepelnosprawnosciowa,90
6,Wiekowa70+,70
7,Niepelnosprawnosciowa,90
8,Wiekowa80+,80
9,Wiekowa70+,70
10,Wiekowa80+,80
11,Niepelnosprawnosciowa,90
12,Wiekowa50+,50
13,Wiekowa80+,80
14,Niepelnosprawnosciowa,90
15,Wiekowa50+,50
16,Niepelnosprawnosciowa,90
17,Wiekowa80+,80
18,Wiekowa80+,80
19,Wiekowa80+,80
20,Wiekowa70+,70
21,Niepelnosprawnosciowa,90
22,Niepelnosprawnosciowa,90
23,Wiekowa70+,70
24,Niepelnosprawnosciowa,90
25,Wiekowa70+,70
26,Niepelnosprawnosciowa,90
27,Wiekowa80+,80
28,Wiekowa70+,70
29,Niepelnosprawnosciowa,90
30,Wiekowa80+,80
31,Wiekowa50+,50
32,Wiekowa70+,70
33,Niepelnosprawnosciowa,90
34,Niepelnosprawnosciowa,90
35,Wiekowa50+,50
36,Wiekowa80+,80
37,Niepelnosprawnosciowa,90
38,Wiekowa80+,80
39,Wiekowa70+,70
40,Wiekowa80+,80
41,Wiekowa50+,50
42,Niepelnosprawnosciowa,90
43,Niepelnosprawnosciowa,90
44,Wiekowa50+,50
45,Wiekowa50+,50
46,Niepelnosprawnosciowa,90
47,Niepelnosprawnosciowa,90
48,Wiekowa80+,80
49,Wiekowa50+,50
50,Wiekowa50+,50
51,Wiekowa50+,50
52,Wiekowa70+,70
53,Niepelnosprawnosciowa,90
54,Wiekowa50+,50
55,Niepelnosprawnosciowa,90
56,Niepelnosprawnosciowa,90
57,Wiekowa80+,80
58,Wiekowa70+,70
59,Niepelnosprawnosciowa,90
60,Wiekowa50+,50
61,Wiekowa80+,80
62,Niepelnosprawnosciowa,90
63,Niepelnosprawnosciowa,90
64,Wiekowa80+,80
65,Wiekowa80+,80
66,Wiekowa70+,70
67,Niepelnosprawnosciowa,90
68,Wiekowa50+,50
69,Wiekowa50+,50
70,Wiekowa50+,50
71,Wiekowa70+,70
72,Wiekowa80+,80
73,Niepelnosprawnosciowa,90
74,Wiekowa70+,70
75,Wiekowa50+,50
76,Niepelnosprawnosciowa,90
77,Wiekowa70+,70
78,Wiekowa50+,50
79,Wiekowa50+,50
80,Niepelnosprawnosciowa,90
81,Wiekowa80+,80
82,Wiekowa70+,70
83,Wiekowa80+,80
84,Wiekowa70+,70
85,Wiekowa80+,80
86,Wiekowa70+,70
87,Wiekowa50+,50
88,Wiekowa70+,70
89,Wiekowa80+,80
90,Wiekowa80+,80
91,Niepelnosprawnosciowa,90
92,Niepelnosprawnosciowa,90
93,Niepelnosprawnosciowa,90
94,Wiekowa50+,50
95,Wiekowa50+,50
96,Wiekowa80+,80
97,Wiekowa50+,50
98,Wiekowa50+,50
99,Wiekowa50+,50
100,Wiekowa70+,70
